epoch,accuracy,loss,val_accuracy,val_loss
0,0.5335570573806763,3.3762683868408203,0.503778338432312,0.7085722088813782
1,0.5067114233970642,0.6981847882270813,0.492443323135376,0.6931549906730652
2,0.5,0.6973788142204285,0.492443323135376,0.6931688785552979
3,0.4941275119781494,0.6933671236038208,0.507556676864624,0.6931372284889221
4,0.5033556818962097,0.6924331784248352,0.507556676864624,0.6931214928627014
5,0.5008389353752136,0.6961856484413147,0.507556676864624,0.6931101083755493
6,0.5025168061256409,0.6912821531295776,0.507556676864624,0.6931008100509644
7,0.5025168061256409,0.6920214295387268,0.507556676864624,0.6942377686500549
8,0.5377516746520996,0.6890056729316711,0.501259446144104,0.6928274631500244
9,0.556208074092865,0.6862049102783203,0.6007556915283203,0.6729163527488708
10,0.6090604066848755,0.664883017539978,0.6775818467140198,0.6443580389022827
11,0.6854026913642883,0.6259447932243347,0.749370276927948,0.5730615854263306
12,0.7139261960983276,0.598671555519104,0.8148614764213562,0.5223051309585571
13,0.7441275119781494,0.5605931878089905,0.7984886765480042,0.5212974548339844
14,0.7667785286903381,0.5397077202796936,0.8161209225654602,0.5065634250640869
15,0.7751677632331848,0.5035614967346191,0.7846347689628601,0.4768933057785034
16,0.7885906100273132,0.5063748359680176,0.754408061504364,0.5363858342170715
17,0.8154362440109253,0.47168415784835815,0.8035264611244202,0.4566083550453186
18,0.7676174640655518,0.5087925791740417,0.8576826453208923,0.4088703989982605
19,0.8087248206138611,0.4714954197406769,0.8677582144737244,0.4002319574356079
20,0.8422818779945374,0.4156726598739624,0.8375315070152283,0.43126678466796875
21,0.8347315192222595,0.43177780508995056,0.8677582144737244,0.3864309787750244
22,0.7936241626739502,0.46640366315841675,0.8614609837532043,0.3806883990764618
23,0.8296979665756226,0.4243175685405731,0.8652393221855164,0.3728214502334595
24,0.8296979665756226,0.4139218032360077,0.8715365529060364,0.376495897769928
25,0.8372483253479004,0.39782780408859253,0.8060453534126282,0.4530818462371826
26,0.833053708076477,0.4315747320652008,0.8740554451942444,0.3778003752231598
27,0.8582214713096619,0.36614423990249634,0.8702771067619324,0.350263774394989
28,0.8473154306411743,0.39922818541526794,0.8627204298973083,0.3757551908493042
29,0.8288590312004089,0.4084530472755432,0.8539043068885803,0.3578510582447052
30,0.8456375598907471,0.4025167226791382,0.8589420914649963,0.3470919132232666
31,0.8364093899726868,0.38659918308258057,0.8753148317337036,0.3379552364349365
32,0.8615771532058716,0.3850806951522827,0.8765742778778076,0.34475240111351013
33,0.8414429426193237,0.3834074139595032,0.8891687393188477,0.3332715332508087
34,0.8590604066848755,0.36831897497177124,0.8564231991767883,0.3492787480354309
35,0.8414429426193237,0.36886101961135864,0.8715365529060364,0.3328074514865875
36,0.8305369019508362,0.3934352397918701,0.8765742778778076,0.3415495753288269
37,0.8447986841201782,0.36765873432159424,0.8639798760414124,0.35043057799339294
38,0.8598993420600891,0.35725367069244385,0.8677582144737244,0.32587432861328125
39,0.8481543660163879,0.362020879983902,0.8753148317337036,0.32148605585098267
