epoch,accuracy,loss,val_accuracy,val_loss
0,0.752932071685791,0.5824543833732605,0.7053744196891785,0.6566194295883179
1,0.795592188835144,0.3811003863811493,0.8868410587310791,0.2504677176475525
2,0.8706018924713135,0.26563525199890137,0.8885165452957153,0.2274717390537262
3,0.9249903559684753,0.16230568289756775,0.9355586767196655,0.12402120232582092
4,0.9391674399375916,0.12945453822612762,0.9462559819221497,0.10374022275209427
5,0.9528289437294006,0.10205446928739548,0.9472870230674744,0.14884386956691742
6,0.9600464105606079,0.09000448137521744,0.9465137124061584,0.1641613394021988
7,0.9614641070365906,0.09465406835079193,0.9703570008277893,0.07046925276517868
8,0.9700992107391357,0.07978366315364838,0.9637839794158936,0.09071511775255203
9,0.9735790491104126,0.06357114762067795,0.9770588874816895,0.06101579591631889
10,0.9753834009170532,0.06634760648012161,0.9609485864639282,0.09389601647853851
11,0.9802809357643127,0.05148293077945709,0.9728057980537415,0.08016248047351837
12,0.9788632392883301,0.05693057179450989,0.9617218971252441,0.10247944295406342
13,0.9837607741355896,0.04557625576853752,0.9829875230789185,0.05221620574593544
14,0.9829875230789185,0.0440826490521431,0.9720324873924255,0.09335657954216003
15,0.9864673018455505,0.037734415382146835,0.9631395936012268,0.10424737632274628
16,0.9876272678375244,0.03619730472564697,0.9801520705223083,0.050689201802015305
17,0.989431619644165,0.03317723795771599,0.9439360499382019,0.20020559430122375
18,0.989818274974823,0.030344832688570023,0.9828585982322693,0.06235223263502121
19,0.9908493161201477,0.028816664591431618,0.9869828820228577,0.044589485973119736
20,0.9896894097328186,0.03451430797576904,0.9679082632064819,0.12319403886795044
21,0.9914937615394592,0.02534669078886509,0.9541177749633789,0.2967871129512787
22,0.9948446750640869,0.01891304925084114,0.979636549949646,0.06181070953607559
23,0.9927825927734375,0.022447753697633743,0.9737079739570618,0.09013925492763519
24,0.9947158098220825,0.01902991347014904,0.9865962266921997,0.05717338249087334
25,0.9931692481040955,0.019374433904886246,0.9824719429016113,0.08374401926994324
26,0.9945869445800781,0.026810338720679283,0.9797654151916504,0.06760049611330032
27,0.9956179857254028,0.013854152522981167,0.9832452535629272,0.08690876513719559
28,0.9935558438301086,0.02242257446050644,0.9247325658798218,0.3867126703262329
29,0.9945869445800781,0.01829507388174534,0.8673798441886902,0.7453929781913757
30,0.995360255241394,0.01736784540116787,0.9818275570869446,0.05097154527902603
31,0.9958757758140564,0.01221503783017397,0.9846629500389099,0.06788500398397446
32,0.9958757758140564,0.013606891967356205,0.9775744080543518,0.08254639059305191
33,0.9949735999107361,0.018658030778169632,0.9850496053695679,0.049168121069669724
34,0.9969068169593811,0.012555592693388462,0.971774697303772,0.14420965313911438
35,0.9969068169593811,0.009683995507657528,0.9853073954582214,0.09648222476243973
36,0.9967779517173767,0.012925420887768269,0.9654594659805298,0.3468571603298187
37,0.9972934722900391,0.011983941309154034,0.9831163883209229,0.0909624844789505
38,0.9967779517173767,0.011663111858069897,0.9872406125068665,0.09518401324748993
39,0.9969068169593811,0.010615402832627296,0.9840185642242432,0.05452992022037506
40,0.9967779517173767,0.013276410289108753,0.9864673018455505,0.06073560193181038
41,0.9978089928627014,0.008465001359581947,0.9841474294662476,0.11924166232347488
42,0.997680127620697,0.010286313481628895,0.9862095713615417,0.08784223347902298
43,0.9993556141853333,0.002383418846875429,0.9854362607002258,0.16100578010082245
44,0.9983245134353638,0.008451216854155064,0.9862095713615417,0.11195444315671921
45,0.997680127620697,0.009192938916385174,0.9856940507888794,0.09675253182649612
46,0.9979378581047058,0.009503806941211224,0.9854362607002258,0.1186305582523346
47,0.9987111687660217,0.006742764264345169,0.9877561330795288,0.09765089303255081
48,0.9978089928627014,0.00984292384237051,0.984276294708252,0.09698526561260223
49,0.997680127620697,0.00977539923042059,0.9881427884101868,0.08127538859844208
50,1.0,6.9907086981402244e-06,0.9877561330795288,0.10049806535243988
51,1.0,3.485554884719022e-07,0.987885057926178,0.10250213742256165
52,1.0,2.512817047772842e-07,0.987885057926178,0.10429077595472336
53,1.0,1.970976342136055e-07,0.9880139231681824,0.10615039616823196
54,1.0,1.567699428051128e-07,0.9880139231681824,0.10737518221139908
55,1.0,1.316050770583388e-07,0.9877561330795288,0.10849340260028839
56,1.0,1.1355319173844691e-07,0.9877561330795288,0.1095641702413559
57,1.0,9.809760115331301e-08,0.9877561330795288,0.11044472455978394
58,1.0,8.844931187468319e-08,0.9880139231681824,0.11124257743358612
59,1.0,7.999933870905807e-08,0.987885057926178,0.11198154836893082
60,1.0,7.308571525754815e-08,0.987885057926178,0.11268411576747894
61,1.0,6.738580538012684e-08,0.987885057926178,0.11328272521495819
62,1.0,6.237724647917275e-08,0.987885057926178,0.11390458047389984
63,1.0,5.824441018376092e-08,0.987885057926178,0.11446987092494965
64,1.0,5.444956840960913e-08,0.987885057926178,0.11495056748390198
65,1.0,5.120781665368668e-08,0.987885057926178,0.11550921201705933
66,1.0,4.836551781295384e-08,0.987885057926178,0.11593963205814362
67,1.0,4.5815134797067e-08,0.987885057926178,0.11637710779905319
68,1.0,4.34952092120966e-08,0.987885057926178,0.11677997559309006
69,1.0,4.1390364913240774e-08,0.987885057926178,0.11716213822364807
70,1.0,3.962352579378603e-08,0.9877561330795288,0.11753993481397629
71,1.0,3.770304957129156e-08,0.9877561330795288,0.1179255023598671
72,1.0,3.613593690943162e-08,0.9877561330795288,0.11828192323446274
73,1.0,3.479928523120179e-08,0.9877561330795288,0.11860256642103195
74,1.0,3.3447260960883796e-08,0.9877561330795288,0.11890475451946259
75,1.0,3.227961187235451e-08,0.9877561330795288,0.119247205555439
76,1.0,3.111195567839786e-08,0.9877561330795288,0.11954832077026367
77,1.0,3.011331273228279e-08,0.9877561330795288,0.11984939128160477
78,1.0,2.9160753811652285e-08,0.9877561330795288,0.12011997401714325
79,1.0,2.8269647955880828e-08,0.9877561330795288,0.12040165811777115
80,1.0,2.7301719995875828e-08,0.9877561330795288,0.12065350264310837
81,1.0,2.6425979626765184e-08,0.9877561330795288,0.1209118664264679
82,1.0,2.562706136188808e-08,0.9877561330795288,0.12123275548219681
83,1.0,2.481277228127965e-08,0.9877561330795288,0.12151753157377243
84,1.0,2.3998488529741735e-08,0.9877561330795288,0.12175648659467697
85,1.0,2.3383931235798627e-08,0.9877561330795288,0.12199094891548157
86,1.0,2.2861556203679356e-08,0.9877561330795288,0.12222188711166382
87,1.0,2.2385277631542522e-08,0.9877561330795288,0.122440867125988
88,1.0,2.16324487212205e-08,0.9877561330795288,0.12267907708883286
89,1.0,2.1094706426083576e-08,0.9877561330795288,0.12290786951780319
90,1.0,2.0541609302426878e-08,0.9877561330795288,0.12310826778411865
91,1.0,2.0126782018792255e-08,0.9877561330795288,0.1233113631606102
92,1.0,1.965050167029858e-08,0.9877561330795288,0.12351392954587936
93,1.0,1.91895814793952e-08,0.9877561330795288,0.12371855974197388
94,1.0,1.8697937420597555e-08,0.9877561330795288,0.1239037811756134
95,1.0,1.8344568530892502e-08,0.9877561330795288,0.12406207621097565
96,1.0,1.7945104957561853e-08,0.9877561330795288,0.12427140772342682
97,1.0,1.753028122664091e-08,0.9877561330795288,0.12442158162593842
98,1.0,1.7161546850275045e-08,0.9877561330795288,0.1246451735496521
99,1.0,1.6838905381177938e-08,0.9877561330795288,0.12481564283370972
