epoch,accuracy,loss,val_accuracy,val_loss
0,0.9281632900238037,1.4935519695281982,0.9809483289718628,0.1733190417289734
1,0.9785941243171692,0.1955816000699997,0.988145649433136,0.07800427079200745
2,0.9824036359786987,0.14885295927524567,0.9731159806251526,0.18576468527317047
3,0.9855782389640808,0.10948656499385834,0.9739627242088318,0.1587585210800171
4,0.9866666793823242,0.08823619037866592,0.9801015853881836,0.14333103597164154
5,0.9898412823677063,0.06263457238674164,0.9961896538734436,0.024463975802063942
6,0.9912018179893494,0.05380043759942055,0.9661303758621216,0.1973426192998886
7,0.9922902584075928,0.03996768966317177,0.9934377670288086,0.0411018468439579
8,0.9934694170951843,0.03521338850259781,0.997248113155365,0.02494305931031704
9,0.9938321709632874,0.03532760962843895,0.995131254196167,0.033526789397001266
10,0.9931066036224365,0.04428425431251526,0.9889923930168152,0.0541968010365963
11,0.9887528419494629,0.06950739771127701,0.992379367351532,0.05648420751094818
12,0.993741512298584,0.04034888744354248,0.9947078824043274,0.021048974245786667
13,0.995102047920227,0.027022499591112137,0.9961896538734436,0.018741434440016747
14,0.9941949844360352,0.036473941057920456,0.9970363974571228,0.023134034126996994
15,0.9965533018112183,0.020736701786518097,0.9953429102897644,0.02810470014810562
