epoch,accuracy,loss,val_accuracy,val_loss
0,0.613227903842926,10.207511901855469,0.7462185025215149,3.2759485244750977
1,0.7807332873344421,2.6435296535491943,0.8554621934890747,1.3059996366500854
2,0.8238677382469177,2.276287078857422,0.8571428656578064,1.2704896926879883
3,0.8497483730316162,1.6561793088912964,0.7966386675834656,2.307391405105591
4,0.8655643463134766,1.386400580406189,0.8857142925262451,1.0217276811599731
5,0.8892883062362671,0.989545464515686,0.9042016863822937,0.8185780048370361
6,0.869877815246582,1.123106598854065,0.9109243750572205,0.7771152257919312
7,0.8979151844978333,0.8949758410453796,0.8941176533699036,0.8163227438926697
8,0.8849748373031616,1.0418527126312256,0.8840336203575134,1.125100016593933
9,0.9281092882156372,0.5023044943809509,0.9277310967445374,0.568112850189209
10,0.9273903369903564,0.4874485731124878,0.9008403420448303,0.6612004637718201
11,0.9345794320106506,0.4473460912704468,0.9260504245758057,0.5726726651191711
12,0.9381739497184753,0.36740896105766296,0.8907563090324402,0.8351820111274719
13,0.9317038059234619,0.4705789089202881,0.8605042099952698,1.365227222442627
14,0.9331416487693787,0.3984234929084778,0.8941176533699036,1.0688353776931763
15,0.9360172748565674,0.39740362763404846,0.9159663915634155,0.6824321150779724
16,0.9597411751747131,0.17493590712547302,0.9310924410820007,0.5826851725578308
17,0.979870617389679,0.07668498903512955,0.9327731132507324,0.48384296894073486
