epoch,accuracy,loss,val_accuracy,val_loss
0,0.9297052025794983,1.50129234790802,0.969305694103241,0.24147929251194
1,0.971247136592865,0.26065343618392944,0.986663818359375,0.07333381474018097
2,0.9814059138298035,0.10859818011522293,0.995766282081604,0.020547375082969666
3,0.9858503341674805,0.1045047864317894,0.9934377670288086,0.037648726254701614
4,0.9882085919380188,0.0728728249669075,0.9961896538734436,0.01444010715931654
5,0.991473913192749,0.051086194813251495,0.9959779977798462,0.028898267075419426
6,0.9912018179893494,0.0476980023086071,0.9955546259880066,0.037193477153778076
7,0.9909297227859497,0.04403871297836304,0.9942845106124878,0.03439706563949585
8,0.9886621236801147,0.07183875888586044,0.9966130256652832,0.02369415946304798
9,0.9931972622871399,0.04016593098640442,0.9944961667060852,0.031137965619564056
10,0.9909297227859497,0.05363578721880913,0.9934377670288086,0.04738796129822731
11,0.9924716353416443,0.04100299999117851,0.9970363974571228,0.01909528486430645
12,0.9931066036224365,0.034814123064279556,0.9949195384979248,0.03455491364002228
13,0.993741512298584,0.03254799172282219,0.9961896538734436,0.027261583134531975
14,0.9912018179893494,0.05610364302992821,0.9970363974571228,0.02344849333167076
15,0.9930158853530884,0.04571761190891266,0.995766282081604,0.023635314777493477
